"","ICF_ID","Date","Start_Time","Station_Code","Habitat","Region","Latitude","Longitude","Start_Depth","Temperature","Conductivity","Turbidity","pH","Salinity","DO","Chl_a","Secchi","X2","NO3","NH4","PO4","DOC","End_Depth","End_Time","Microcystis_2017","Microcystis","Warp_Length","Warp_Angle","Tow_Time","Macrozooplankton_Volume","Mesozooplankton_Volume","Alienacanthomysis_macropsis","Americorophium_spinicorne","Americorophium_spp","Americorophium_stimpsoni","Ampelisca_abdita","Amphipod_UNID","Ampithoe_spp","Ampithoe_valida","Corophiidae_UNID","Crangonyx_spp","Cumacean_UNID","Deltamysis_holmquistae","Eogammarus_spp","Exopalaemon_spp","Gammarus_daiberi","Grandidierella_japonica","Hyalella_spp","Hyperacanthomysis_longirostris","Isopoda_UNID","Monocorophium_acherusicum","Mysid_UNID","Neomysis_kadiakensis","Neomysis_mercedes","Oedicerotidae_UNID","Orientomysis_aspera","Orientomysis_hwanhaiensis","Pleustidae_UNID","Shrimp_UNID_larvae","Sinocorophium_alienense","Tanaidacea_UNID"
"60","ICF204",2017-09-29,NA,"18-09-RV01","Channel Surface","Lower Sacramento",38.143121,-121.689116,35.8,17.93,109.2,0.05,7.65,0.05,9.01,1.09,208,NA,0.129,0.165,0.033,2.159,31.3,NA,"N",NA,NA,NA,7,70.568,63.376,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0.26924385,0,0,0.028341458,NA,0,0,0,0,0,0,0,0,NA,0,NA
"61","ICF205",2017-09-29,NA,"18-09-RV01","Channel Surface","Lower Sacramento",38.13733,-121.6956,36.2,17.93,109.2,0.05,7.65,0.05,9.01,1.09,208,NA,NA,NA,NA,NA,34.6,NA,"N",NA,NA,NA,7,74.652,62.084,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0.040186465,0,0,0,NA,0,0,0.013395488,0,0,0,0,0,NA,0,NA
"62","ICF206",2017-09-29,NA,"18-09-RV01","Channel Deep","Lower Sacramento",38.14099,-121.6917,37.5,17.97,110.1,0.31,7.43,0.05,8.91,1.28,NA,NA,NA,NA,NA,NA,36,NA,"N",NA,NA,NA,7,68.019,60.78,0,0,0,0,0,0,0,0,0,0.014701775,NA,0,NA,NA,0.191123069,0,0,0.014701775,NA,0,0,0,0,0,0,0,0,NA,0,NA
"63","ICF207",2017-09-29,NA,"18-09-RV01","Channel Deep","Lower Sacramento",38.14007,-121.6924,36.1,17.97,110.1,0.31,7.43,0.05,8.91,1.28,NA,NA,NA,NA,NA,NA,34.3,NA,"N",NA,70,23,7,56.649,52.655,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0.176525623,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"64","ICF208",2017-09-29,NA,"18-09-RV01","Oblique","Lower Sacramento",38.14035,-121.6922,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,NA,"N",NA,70,NA,7,61.296,54.95,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0.016314278,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"65","ICF209",2017-09-29,NA,"18-09-RV01","Shoal","Lower Sacramento",38.136437,-121.696091,5.8,18.26,111.5,0.81,7.6,0.05,9.13,1.15,160,NA,0.143,0.165,0.036,1.994,8,NA,"N",NA,NA,NA,7,74.899,66.912,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0.17356707,0,0.026702626,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"66","ICF27",2017-09-29,08:35:00,"18-09-SBM02","Channel Surface","Suisun Bay",38.0609,-121.9965,48.1,19.561,3664,7.53,7.68,1.92,8.51,2.1,82,NA,0.249,0.061,0.062,2.242,9.9,NA,"N",NA,NA,NA,7,57.312,53.878,0,0.069793412,0,0,0,0.017448353,0,0,0,0,NA,0,NA,NA,0,0,0,0.017448353,NA,0,0,0,0,0,0,0,0,NA,0,NA
"67","ICF28",2017-09-29,09:13:00,"18-09-SBM02","Channel Deep","Suisun Bay",38.061042,-121.99739,48.5,19.83,11106,17.95,7.59,6.3,7.91,1.55,NA,NA,NA,NA,NA,NA,48,NA,"N",NA,70,20,7,57.312,53.878,0,0.209380235,0,0,0,0,0,0,0,0,NA,0,NA,NA,0.087241764,0,0,3.995672808,NA,0,0.12213847,0.087241764,0,0,0,0,0,NA,0,NA
"68","ICF29",2017-09-29,09:59:00,"18-09-SBM02","Shoal","Suisun Bay",38.06318,-122.00083,9.8,19.669,7003,15.53,7.66,3.85,8.46,1.75,60,NA,NA,NA,NA,NA,9.6,NA,"N",NA,40,NA,7,47.096,50.849,0,8.365890946,1.061661288,0.084932903,0,0,0,0,0,0,NA,0,NA,NA,0.891795482,0,0,0.212332258,NA,0,0.042466452,0,0,0,0,0,0,NA,0,NA
"69","ICF30",2017-09-29,10:24:00,"18-09-SBM02","Shoal","Suisun Bay",38.062391,-121.9996,11.8,19.669,7003,15.53,7.66,3.85,8.46,1.75,60,NA,NA,NA,NA,NA,NA,NA,"N",NA,40,NA,7,57.312,53.878,0,0.139586823,0,0,0,0.017448353,0,0,0,0,NA,0,NA,NA,0.069793412,0,0,0.034896706,NA,0,0,0.034896706,0,0,0,0,0,NA,0,NA
"70","ICF31",2017-09-29,10:54:00,"18-09-SBM02","Channel Surface","Suisun Bay",38.059735,-121.99896,49,19.715,11024,8.74,7.68,6.15,8.32,1.39,87,NA,NA,NA,NA,NA,48.8,NA,"N",NA,NA,NA,7,57.312,53.878,0,0,0,0,0,0,0,0.017448353,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"71","ICF32",2017-09-29,11:13:00,"18-09-SBM02","Channel Deep","Suisun Bay",38.058591,-121.99787,45.9,19.77,12648,20.38,7.65,7.28,7.96,1.42,NA,NA,NA,NA,NA,NA,45.6,11:21:00,"N",NA,70,15,8,65.5,61.575,0,0.076335878,0,0,0,0,0,0,0,0,NA,0,NA,NA,0.045801527,0,0,5.969465649,NA,0,0,0.198473282,0,0,0,0,0,NA,0,NA
"72","ICF33",2017-09-29,12:12:00,"18-09-SBM03","Channel Surface","Suisun Marsh",38.106561,-122.03455,9.4,20.1,14285,16.53,7.65,8.3,8.11,1.24,70,NA,0.284,0.149,0.066,2.248,NA,NA,"N",NA,NA,NA,7,57.312,53.878,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0.174483529,NA,0,0,0,0,0,0,0,0,NA,0.174483529,NA
"73","ICF34",2017-09-29,12:34:00,"18-09-SBM03","Channel Surface","Suisun Marsh",38.10424,-122.03681,NA,20.1,14285,16.53,7.65,8.3,8.11,1.24,70,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,7,59.959,54.515,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"74","ICF35",2017-09-29,12:58:00,"18-09-SBM03","Shoal","Suisun Marsh",38.100541,-122.00965,6.5,19.87,7036,21.58,7.79,3.88,8.75,1.99,44,NA,NA,NA,NA,NA,6.4,NA,"N",NA,NA,NA,7,53.493,61.336,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"75","ICF36",2017-09-29,13:47:00,"18-09-SBM03","Shoal","Suisun Marsh",38.101038,-122.00912,6.6,19.986,7164,22.77,7.78,3.96,8.75,2.07,48,NA,NA,NA,NA,NA,6.8,NA,"N",NA,NA,NA,7,48.106,58.593,0,0.249449133,0,0.207874278,0,0,0,0,0,0,NA,0,NA,NA,0.041574856,0,0,0,NA,0,0,0.062362283,0,0,0,0,0,NA,0.145511994,NA
"76","ICF37",2017-09-29,14:47:00,"18-09-SBM03","Channel Deep","Suisun Bay",38.095594,-122.02375,30.6,20.051,8661,NA,7.4,6.73,8.07,1.96,NA,NA,NA,NA,NA,NA,18.5,NA,"N",NA,60,17.5,7,57.312,53.878,0,0.052345059,0,0,0,0.034896706,0,0,0,0,NA,0,NA,NA,0.017448353,0,0,0.017448353,NA,0,0,0,0,0,0,0,0,NA,0.017448353,NA
"77","ICF38",2017-09-29,15:32:00,"18-09-SBM03","Oblique","Suisun Bay",38.096162,-122.02371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,60,15,7,57.312,53.878,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"78","ICF211",2017-10-02,08:45:00,"18-10-CS01","Channel Surface","Sacramento Deep Water Ship Channel",38.373586,-121.63002,32.8,19.37,501,13.71,8.32,0.24,8.68,3.85,53,NA,NA,NA,NA,NA,31.2,08:53:00,"N",NA,NA,NA,9,60.733,59.345,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0.098793078,NA,0,0,0,0,0,0,0,0,NA,0,NA
"79","ICF212",2017-10-02,09:12:00,"18-10-CS01","Channel Surface","Sacramento Deep Water Ship Channel",38.373876,-121.62974,32.7,19.37,501,13.71,8.32,0.24,8.68,3.85,53,NA,0.033,0,0.101,3.046,30.6,09:20:00,"N",NA,NA,NA,8,65.818,63.128,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0.045580236,NA,0,0,0,0,0,0,0,0,NA,0,NA
"80","ICF213",2017-10-02,09:42:00,"18-10-CS01","Channel Deep","Sacramento Deep Water Ship Channel",38.373699,-121.63005,32,19.27,514,13.51,8.42,0.25,8.66,4.11,NA,NA,NA,NA,NA,NA,31.4,09:50:00,"N",NA,60,23,8,61.086,57.293,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,13.57103101,NA,0,0,0,0,0,0,0,0,NA,0,NA
"81","ICF214",2017-10-02,10:59:00,"18-10-CS02","Channel Surface","Sacramento Deep Water Ship Channel",38.194464,-121.65711,47.5,17.7,125.4,10.16,8.06,0.06,8.81,1.69,68,NA,0.095,0.061,0.046,2.256,48.7,11:03:00,"N",NA,NA,NA,7,89.69,79.928,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0.033448545,0,1.349091315,0.20069127,NA,0,0,0,0,0,0,0,0,NA,0,NA
"82","ICF215",2017-10-02,11:28:00,"18-10-CS02","Channel Deep","Sacramento Deep Water Ship Channel",38.19764,-121.65731,48.8,17.44,112.3,9.39,7.66,0.05,8.78,1.49,NA,NA,NA,NA,NA,NA,51.5,11:36:00,"N",NA,75,20,7,91.921,83.575,0,0.010878907,0,0.021757814,0,0.010878907,0,0,0,0,NA,0,NA,NA,4.242773686,0,1.99083996,0.010878907,NA,0,0,0,0,0,0,0,0,NA,0,NA
"83","ICF216",2017-10-02,12:08:00,"18-10-CS02","Shoal","Sacramento Deep Water Ship Channel",38.196031,-121.65817,6.6,17.65,113.3,21.18,8.01,0.05,8.97,1.87,39,NA,0.117,0.124,0.037,2.131,6,12:12:00,"N",NA,NA,NA,4,48.997,44.548,0,0,0.040818826,0.061228238,0,0.040818826,0,0,0,0,NA,0,NA,NA,2.612404841,0,4.939077903,0,NA,0,0.020409413,0,0,0,0,0,0,NA,0,NA
"84","ICF41",2017-10-02,10:02:00,"18-10-SBM01","Channel Deep","Suisun Marsh",38.163314,-122.04667,27.1,19.473,7765,75,7.61,4.31,8,5.06,NA,NA,NA,NA,NA,NA,27.7,10:10:00,"N",NA,60,20,7,57.923,52.664,0,0.017264299,0,0,0,0.034528598,0,0,0,0,NA,0,NA,NA,0.293493086,0,0,0.915007855,NA,0,0.034528598,0,0,0,0,0,0,NA,0.034528598,NA
"85","ICF43",2017-10-02,11:35:00,"18-10-SBM01","Channel Surface","Suisun Bay",38.064316,-122.01591,30.4,19.82,8605,6.38,7.72,4.87,8.55,1.98,78.5,NA,0.266,0.062,0.058,2.291,36.9,11:43:00,"N",NA,40,NA,8,59.252,54.177,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"86","ICF46",2017-10-02,13:01:00,"18-10-SBM01","Oblique","Suisun Bay",38.062562,-122.01647,38.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2,13:08:00,"N",NA,40,NA,7,51.284,46.627,0,0.155994072,0,0,0,0,0,0,0,0,NA,0,NA,NA,0.214491849,0.019499259,0,8.638171749,NA,0,0,0.877466656,0,0,0,0,0,NA,0,NA
"87","ICF44",2017-10-02,NA,"18-10-SBM01","Shoal","Suisun Bay",38.0667,-122.0156833,5.8,19.882,10472,18.2,7.68,6.02,8.32,1.5,51,NA,NA,NA,NA,NA,6.2,12:07:00,"N",NA,40,NA,8,70.479,64.08,0,0.099320365,0,0,0,0.014188624,0,0,0,0,NA,0,NA,NA,0.028377247,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"88","ICF45",2017-10-02,NA,"18-10-SBM01","Channel Deep","Suisun Bay",38.06168333,-122.0184833,50.8,19.521,12998,35,7.72,7.48,8.14,1.58,NA,NA,NA,NA,NA,NA,49.4,12:41:00,"N",NA,NA,NA,9,66.558,60.515,0,0.06009796,0,0,0,0.03004898,0,0,0,0,NA,0,NA,NA,0.300489798,0.06009796,0,5.213498002,NA,0,0,0.781273476,0,0,0,0,0,NA,0.03004898,NA
"89","ICF39",2017-10-02,09:00:00,"18-10-SM01","Channel Surface","Suisun Marsh",38.163811,-122.04452,18,19.81,7286,16.27,7.58,4.03,7.71,3.18,56,NA,0.31,0.055,0.074,4.227,20.7,09:08:00,"N",NA,40,NA,7,50.193,53.377,0,0,0,0,0,0.019923097,0,0,0,0,NA,0,NA,NA,0,0,0,0.099615484,NA,0,0.019923097,0,0,0,0,0,0,NA,0,NA
"90","ICF40",2017-10-02,09:34:00,"18-10-SM01","Channel Deep","Suisun Marsh",38.163492,-122.04665,22.9,19.58,7654,76.22,7.62,4.25,7.92,2.7,NA,NA,NA,NA,NA,NA,25.9,09:41:00,"N",NA,60,17,7,70.214,60.493,0,1.395733045,0,0.028484348,0,0.413023044,0,0,0.042726522,0,NA,0,NA,NA,2.64904435,0,0,23.10080611,NA,0,0,0.113937391,0,0,0,0,0,NA,0.170906087,NA
"91","ICF42",2017-10-02,10:26:00,"18-10-SM01","Shoal","Suisun Marsh",38.162031,-122.04499,5.5,19.56,7607,45.76,7.74,4.22,8,3.03,32,NA,NA,NA,NA,NA,5.8,10:33:00,"N",NA,40,NA,7,69.661,63.336,0,0.014355235,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0.301459927,0,0,0,0,0,NA,0.315815162,NA
"92","ICF47",2017-10-03,08:14:00,"18-10-SBM02","Channel Surface","Suisun Bay",38.060488,-122.00201,40.9,19.09,6035,16.59,7.65,3.3,8.62,1.56,59,NA,0.256,0.072,0.063,1.999,40.4,08:23:00,"N",NA,40,NA,9,48.149,43.777,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0.12461318,NA,0,0,0,0,0,0,0,0,NA,0,NA
"93","ICF48",2017-10-03,08:30:00,"18-10-SBM02","Channel Surface","Suisun Bay",38.060211,-122.0003,44.3,19.09,6035,16.59,7.65,3.3,8.62,1.56,59,NA,NA,NA,NA,NA,47,08:38:00,"N",NA,40,NA,8,63.696,62.355,0,0.047098719,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0.015699573,NA,0,0.031399146,0,0,0,0,0,0,NA,0,NA
"94","ICF49",2017-10-03,09:04:00,"18-10-SBM02","Shoal","Suisun Bay",38.063499,-122.00032,5.1,19.026,5057,12.99,7.7,2.73,8.64,1.55,67,NA,0.252,0.067,0.069,2.119,5.2,09:11:00,"N",NA,40,NA,7,66.97,62.942,0,0.16425265,0,0.014932059,0,0,0,0.014932059,0,0,NA,0,NA,NA,2.553382111,0,0,0.014932059,NA,0,0,0,0,0,0,0,0.014932059,NA,0,NA
"95","ICF50",2017-10-03,09:42:00,"18-10-SBM02","Channel Deep","Suisun Bay",38.060467,-121.99878,48.9,19.261,7985,43.02,7.64,4.43,8.3,2.48,NA,NA,NA,NA,NA,NA,45.6,10:19:00,"N",NA,80,20,7,56.672,56.708,0,0.899915302,0.299971767,1.393986448,0,0,0,0,0,0,NA,0,NA,NA,0.229390175,0,0,13.7987013,NA,0,0,0.08822699,0,0,0,0,0,NA,0,NA
"96","ICF54",2017-10-03,12:16:00,"18-10-SBM02","Oblique","Suisun Bay",38.099335,-122.03828,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,12:24:00,"N",NA,NA,NA,7,63.539,45.09,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0.125906923,NA,0,0,0,0,0,0,0,0,NA,0,NA
"97","ICF51",2017-10-03,10:53:00,"18-10-SBM03","Channel Surface","Suisun Bay",38.053904,-121.95441,22.6,19.046,11132,10.46,7.68,6.36,8.5,1.52,66,NA,0.274,0.065,0.073,1.759,23.6,11:01:00,"N",NA,55,NA,8,97.752,91.872,0,0.030689909,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0.051149849,NA,0,0,0,0,0,0,0,0,NA,0,NA
"98","ICF52",2017-10-03,11:33:00,"18-10-SBM03","Shoal","Suisun Bay",38.094735,-122.03288,5.7,19.267,9551,12.19,7.69,5.39,8.56,1.18,61,NA,0.269,0.069,0.067,1.704,5.5,11:40:00,"N",NA,35,NA,7,57.312,53.878,0,0.034896706,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"99","ICF53",2017-10-03,11:57:00,"18-10-SBM03","Channel Deep","Suisun Bay",38.099732,-122.04182,23.2,18.98,13217,45.38,7.71,7.65,8.32,1.36,NA,NA,NA,NA,NA,NA,22.8,12:05:00,"N",NA,45,18,8,61.522,55.936,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0.585156529,NA,0,0,0.08127174,0,0,0,0,0,NA,0,NA
"100","ICF217",2017-10-03,08:52:00,"18-10-SSC01","Channel Surface","Cache Slough and Liberty Island",38.389043,-121.62666,13.6,17.9,171.5,14.5,8.19,0.08,8.32,2.34,52,NA,0.017,0.007,0.083,3.579,14.4,08:59:00,"N",NA,NA,NA,7,73.069,63.169,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0.082114166,0,0.136856943,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"101","ICF218",2017-10-03,09:19:00,"18-10-SSC01","Channel Surface","Cache Slough and Liberty Island",38.388505,-121.62699,13.1,17.9,171.5,14.5,8.19,0.08,8.32,2.34,52,NA,NA,NA,NA,NA,13.3,09:25:00,"N",NA,NA,NA,7,68.816,62.568,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"102","ICF219",2017-10-03,11:37:00,"18-10-SSC02","Channel Surface","Sacramento Deep Water Ship Channel",38.386547,-121.623781,30,19.43,627,10.6,8.45,0.31,8.66,4.05,54,NA,0.012,0.013,0.133,3.171,31.2,11:43:00,"N",NA,NA,NA,7,67.929,58.363,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0.014721253,NA,0,0,0,0,0,0,0,0,NA,0,NA
"103","ICF220",2017-10-03,11:46:00,"18-10-SSC02","Channel Deep","Sacramento Deep Water Ship Channel",38.422144,-121.60722,34.9,19.34,612,13.45,8.45,0.3,8.62,4.08,NA,NA,NA,NA,NA,NA,30.5,12:23:00,"N",NA,65,24,7,69.714,63.523,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,9.26643142,NA,0,0.014344321,0,0,0,0,0,0,NA,0,NA
"104","ICF221",2017-10-03,12:52:00,"18-10-SSC02","Oblique","Sacramento Deep Water Ship Channel",38.425635,-121.60592,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,13:00:00,"N",NA,70,NA,7,64.351,57.202,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0.062159096,0,0,5.252443629,NA,0,0,0,0,0,0,0,0,NA,0,NA
"105","ICF222",2017-10-04,08:41:00,"18-10-LSR09","Channel Surface","Suisun Bay",38.06095,-121.86963,53,18.5,1277,12.66,7.93,0.63,8.64,2.13,52,NA,0.226,0.051,0.052,2.278,65,08:48:00,"N",NA,40,NA,7,72.41,64.939,0,0.027620494,0,0,0,0,0,0,0,0,NA,0,NA,NA,0.082861483,0,0,0.027620494,NA,0,0,0,0,0,0,0,0,NA,0,NA
"106","ICF223",2017-10-04,09:00:00,"18-10-LSR09","Channel Deep","Suisun Bay",38.057718,-121.87417,62,18.46,1207,32.8,7.89,0.6,8.47,2.73,NA,NA,NA,NA,NA,NA,57.9,09:07:00,"N",NA,90,25,7,58.543,53.227,0,0.051244384,0,0.017081461,0,0,0,0,0,0,NA,0,NA,NA,0.973643305,0,0,46.85444887,NA,0,0,0.273303384,0,0,0,0,0,NA,0,NA
"107","ICF224",2017-10-04,10:19:00,"18-10-RV01","Channel Surface","Lower Sacramento",38.095984,-121.68569,27,18.7,158.7,2.06,7.86,0.07,8.85,1.35,116,NA,0.193,0.016,0.049,2.577,27,10:25:00,"N",NA,NA,NA,7,65.017,54.622,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0.16918652,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"108","ICF225",2017-10-04,10:43:00,"18-10-RV01","Channel Deep","Lower Sacramento",38.096829,-121.68572,26.2,18.7,152.6,2.5,8.02,0.07,8.79,1.91,NA,NA,NA,NA,NA,NA,25,10:50:00,"N",NA,NA,NA,7,60.232,54.797,0,0,0,0.01660247,0,0,0,0,0,0,NA,0,NA,NA,0.332049409,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"109","ICF226",2017-10-04,11:04:00,"18-10-RV01","Channel Deep","Lower Sacramento",38.096871,-121.68563,25.9,18.7,152.6,2.5,8.02,0.07,8.79,1.91,NA,NA,NA,NA,NA,NA,24,11:11:00,"N",NA,NA,NA,7,62.863,59.097,0,0,0,0,0,0,0,0,0,0.015907609,NA,0,NA,NA,0.047722826,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"110","ICF227",2017-10-04,11:26:00,"18-10-RV01","Oblique","Lower Sacramento",38.094898,-121.68546,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,11:33:00,"N",NA,60,NA,7,62.863,5.91,0,0,0,0,0,0,0,0,0,0.015907609,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"111","ICF61",2017-10-05,15:59:00,"18-10-SRR01","Oblique","Upper Sacramento River",38.168726,-121.63104,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,16:05:00,"N",NA,50,NA,6,53.228,54.047,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"112","ICF59",2017-10-05,NA,"18-10-SRR01","Channel Surface","Upper Sacramento River",38.169436,-121.63185,22.8,16.8,98.3,NA,7.67,0.05,9.17,1.3,190,NA,0.099,0.253,0.042,2.225,13.9,15:01:00,"N",NA,40,NA,7,57.289,59.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","ICF60",2017-10-05,NA,"18-10-SRR01","Channel Deep","Upper Sacramento River",38.168653,-121.631028,23.3,16.62,98.3,NA,7.91,0.05,8.96,0.92,NA,NA,NA,NA,NA,NA,15.8,15:43:00,"N",NA,50,NA,6,58.496,57.481,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"114","ICF56",2017-10-05,10:29:00,"18-10-SRU01","Channel Surface","Upper Sacramento River",38.513875,-121.551289,11.5,15.7,91.9,2.27,7.8,0.04,9.69,1.61,153,NA,0.054,0,0.022,2.123,13,10:36:00,"N",NA,NA,NA,7,59.27,60.998,0,0.067487768,0,0,0,0.016871942,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"115","ICF57",2017-10-05,NA,"18-10-SRU01","Channel Surface","Upper Sacramento River",38.516903,-121.542914,26.3,15.7,91.9,2.27,7.8,0.04,9.69,1.61,153,NA,NA,NA,NA,NA,24.8,11:07:00,"N",NA,NA,NA,7,65.4,65.865,0,0.137614679,0,0,0,0,0,0,0.01529052,0,NA,0,NA,NA,0.03058104,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"116","ICF58",2017-10-05,NA,"18-10-SRU01","Channel Deep","Upper Sacramento River",38.516967,-121.541814,25.1,15.69,93,2.91,7.87,0.04,9.66,1.95,NA,NA,NA,NA,NA,NA,27,11:30:00,"N",NA,NA,NA,7,59.949,49.038,0,0.050042536,0.016680845,0,0,0,0,0,0,0.016680845,NA,0,NA,NA,0,0,0.016680845,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"117","ICF228",2017-10-16,10:05:00,"18-12-SSC01","Channel Surface","Cache Slough and Liberty Island",38.405224,-121.61924,10.4,15.3,160.9,15.37,8.39,0.08,9.15,2.23,42,NA,0.028,0.008,0.082,2.895,10.2,10:12:00,"Y",NA,NA,NA,7,75.131,64.905,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"118","ICF229",2017-10-16,11:37:00,"18-12-SSC02","Channel Surface","Sacramento Deep Water Ship Channel",38.40275,-121.61614,30,16.99,545,11.43,8.5,0.26,9.34,4.15,48,NA,0.032,0.002,0.124,2.88,29.9,11:44:00,"Y",NA,40,NA,7,68.616,62.172,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA
"119","ICF230",2017-10-16,12:11:00,"18-12-SSC02","Channel Deep","Sacramento Deep Water Ship Channel",38.407218,-121.61419,30.8,16.8,546,19.54,8.53,0.27,9.12,3.51,NA,NA,NA,NA,NA,NA,31.1,12:18:00,"N",NA,60,21,7,63.297,56.333,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0.821523927,0,0,31.976239,NA,0,0,0,0,0,0,0,0,NA,0,NA
"120","ICF231",2017-10-16,12:39:00,"18-12-SSC02","Channel Deep","Sacramento Deep Water Ship Channel",38.406567,-121.61427,30.9,16.8,546,19.54,8.53,0.27,9.12,3.51,NA,NA,NA,NA,NA,NA,35.1,12:46:00,"N",NA,NA,NA,7,62.938,56.511,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0.571991484,0,0,9.374304871,NA,0,0.015888652,0,0,0,0,0,0,NA,0,NA
"121","ICF232",2017-10-16,13:10:00,"18-12-SSC02","Oblique","Sacramento Deep Water Ship Channel",38.406172,-121.61463,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,13:17:00,"N",NA,NA,NA,7,60.986,52.211,0,0,0,0.016397206,0,0,0,0,0,0,NA,0,NA,NA,0.213163677,0,0,37.76276522,NA,0,0,0,0,0,0,0,0,NA,0,NA
"122","ICF64",2017-10-17,10:03:00,"18-12-HB01","Channel Surface","Suisun Bay",38.07582,-121.98572,40.1,17.61,5050,8.67,7.8,2.72,8.78,0.89,43,NA,0.277,0.069,0.065,1.905,51.6,12:19:00,"Y",NA,NA,NA,7,77.079,72.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
