Project,Year,Survey,Month,Date,Station,Time,TowDuration,Region,TideCode,DepthBottom,CondSurf,PPTSurf,CondBott,PPTBott,TempSurf,TempBottom,Secchi,Turbidity,Microcystis,TotalMeter,MeterEstimate,Volume,ACARTELA,ACARTIA,DIAPTOM,EURYTEM,OTHCALAD,PDIAPFOR,PDIAPMAR,SINOCAL,TORTANUS,ALLCALADULTS,ACANTHO,LIMNOSPP,LIMNOSINE,LIMNOTET,OITHDAV,OITHSIM,OITHSPP,OTHCYCAD,ALLCYCADULTS,HARPACT,EURYJUV,OTHCALJUV,PDIAPJUV,SINOCALJUV,ASINEJUV,ACARJUV,DIAPTJUV,TORTJUV,ALLCALJUV,LIMNOJUV,OITHJUV,OTHCYCJUV,ALLCYCJUV,EURYNAUP,OTHCOPNAUP,PDIAPNAUP,SINONAUP,ALLCOPNAUP,BOSMINA,DAPHNIA,DIAPHAN,OTHCLADO,ALLCLADOCERA,ASPLANCH,KERATELA,OTHROT,POLYARTH,SYNCH,TRICHO,ALLROTIFERS,BARNNAUP,CRABZOEA,OSTRACOD,CUMAC
STN,2005,2,6,6/30/2005,610,6:54,10,Suisun Bay (Mont. Sl.),4,3,430,0.19,NA,NA,21.1,NA,25,NA,NA,11318,N,3.4,0,0,0,0,0,2177.4,0,552.8,0,2730.2,0,87.3,0,0,0,0,0,0,87.3,53.3,4.8,0,858.3,33.9,0,0,0,0,897.1,0,0,48.5,48.5,0,19.4,106.7,0,126.1,4.8,9.7,4.8,0,19.4,0,0,0,0,0,0,0,0,0,19.4,0
STN,2005,2,7,7/1/2005,340,7:02,10,Napa River,4,3,16592,9.71,NA,NA,19.6,NA,48,NA,NA,10250,N,3.1,0,0,0,0,0,6.4,0,0,0,6.4,0,83.5,0,0,12.9,0,0,0,96.4,25.7,0,224.9,45,0,0,0,0,0,269.9,0,6.4,0,6.4,0,404.8,0,0,404.8,0,0,0,0,0,0,0,0,0,0,0,0,880.3,6.4,0,19.3
STN,2005,2,7,7/1/2005,508,8:34,10,Suisun Bay,4,11.6,181,0.08,NA,NA,20.7,NA,40,NA,NA,10717,N,3.3,18.4,0,0,0,0,946.4,0,110.6,0,1075.5,6.1,18.4,0,0,0,0,0,0,24.6,6.1,0,0,1948.1,55.3,0,0,0,0,2003.5,0,0,30.7,30.7,0,0,596.1,6.1,602.3,18.4,0,6.1,6.1,30.7,0,0,0,0,0,0,0,6.1,0,0,0
STN,2005,3,7,7/11/2005,809,7:22,10,Lower San Joaquin,4,14.3,NA,NA,NA,NA,NA,NA,57,NA,NA,10333,N,3.1,0,0,0,0,0,2160.8,0,159.3,0,2320.1,0,0,0,0,0,0,0,6.4,6.4,0,0,0,4946.2,44.6,0,0,0,0,4990.8,0,0,19.1,19.1,0,6.4,153,0,159.3,184.8,0,19.1,25.5,229.5,0,0,0,0,0,0,0,0,0,0,0
STN,2005,3,7,7/11/2005,902,8:20,10,Old River,4,6.7,NA,NA,NA,NA,NA,NA,155,NA,NA,10361,N,3.1,0,0,0,0,0,807.3,0,50.9,0,858.2,0,0,0,0,0,0,0,12.7,12.7,0,0,0,2441,0,0,0,0,0,2441,0,0,133.5,133.5,0,0,190.7,0,190.7,139.8,6.4,127.1,222.5,495.8,0,0,0,0,0,0,0,0,0,6.4,0
STN,2005,3,7,7/11/2005,906,11:28,10,San Joaquin River,2,11,NA,NA,NA,NA,NA,NA,90,NA,NA,9618,N,2.9,0,0,0,0,0,910.8,0,20.5,0,931.3,0,0,0,0,0,0,0,0,0,0,6.8,0,5108.5,0,0,0,0,0,5115.3,0,0,27.4,27.4,0,0,82.2,0,82.2,273.9,109.6,657.4,362.9,1403.8,0,0,0,0,0,0,0,0,0,6.8,0
STN,2005,3,7,7/11/2005,910,12:23,10,South Delta,2,10.7,NA,NA,NA,NA,NA,NA,36,NA,NA,9230,N,2.8,0,0,0,0,0,321.1,0,0,0,321.1,53.5,0,0,0,0,0,0,17.8,71.4,0,107,0,12915.5,0,0,0,0,0,13022.6,0,0,838.4,838.4,0,231.9,23690.4,0,23922.3,7581.6,410.3,3692.7,7153.5,18838.1,0,0,0,0,0,0,0,0,0,35.7,0
STN,2005,3,7,7/11/2005,912,13:02,10,South Delta,2,11,NA,NA,NA,NA,NA,NA,41,NA,NA,9423,N,2.9,0,0,0,15.7,0,31.5,0,0,0,47.2,47.2,0,0,0,0,0,0,15.7,62.9,0,78.6,0,3208.2,0,0,0,0,0,3286.8,0,0,408.9,408.9,0,220.2,11637.5,0,11857.7,9860.4,1116.6,2469,11118.5,24564.6,0,0,0,0,0,0,0,0,0,0,0
STN,2005,3,7,7/11/2005,914,10:44,10,South Delta,2,9.1,NA,NA,NA,NA,NA,NA,69,NA,NA,11024,N,3.3,0,0,0,0,0,463,0,14.9,0,478,22.4,0,0,0,0,0,0,7.5,29.9,0,67.2,0,7923.6,7.5,0,0,0,0,7998.3,0,0,141.9,141.9,0,7.5,1157.5,0,1165,1919.3,1710.2,1859.5,8311.9,13800.9,0,0,0,0,0,0,0,0,0,14.9,0
STN,2005,3,7,7/11/2005,915,9:04,10,South Delta,4,8.8,NA,NA,NA,NA,NA,NA,118,NA,NA,11351,N,3.4,0,0,0,0,0,713.7,0,23.2,0,736.9,0,0,0,0,0,0,0,11.6,11.6,5.8,0,0,3887.6,0,0,0,0,0,3887.6,0,0,40.6,40.6,5.8,5.8,812.3,17.4,841.3,104.4,23.2,371.3,330.7,829.7,0,0,0,0,0,0,0,0,0,0,0
STN,2005,3,7,7/11/2005,918,9:51,10,South Delta,4,7,NA,NA,NA,NA,NA,NA,77,NA,NA,11202,N,3.4,0,0,0,4.7,0,954.8,0,9.4,0,968.9,0,4.7,0,0,0,0,0,14.1,18.8,4.7,4.7,0,5169.2,4.7,0,0,0,0,5178.7,0,0,65.9,65.9,0,42.3,1594.5,4.7,1641.6,192.8,207,352.8,1481.6,2234.2,0,0,0,0,0,0,0,0,0,9.4,0
STN,2005,3,7,7/11/2005,919,14:33,10,Mokelumne River,2,6.1,NA,NA,NA,NA,NA,NA,62,NA,NA,12359,N,3.8,0,0,0,0,0,111.9,0,0,0,111.9,0,0,0,0,0,0,0,5.3,5.3,0,0,5.3,506.3,0,0,0,0,0,511.6,0,0,106.6,106.6,0,10.7,511.6,0,522.2,394.4,32,378.4,69.3,874,0,0,0,0,0,0,0,0,0,10.7,0
STN,2005,3,7,7/12/2005,513,11:50,10,Suisun Bay,2,15.2,NA,NA,NA,NA,NA,NA,47,NA,NA,9965,N,3,52.9,0,0,0,0,2048.9,0,52.9,0,2154.6,6.6,178.5,0,0,0,0,0,6.6,191.7,0,0,39.7,2795.8,79.3,0,0,0,0,2914.7,0,0,39.7,39.7,6.6,19.8,257.8,26.4,310.6,6.6,0,6.6,6.6,19.8,0,0,0,0,0,0,0,0,0,0,0
STN,2005,3,7,7/12/2005,704,10:58,10,Lower Sacramento River,2,11.6,NA,NA,NA,NA,NA,NA,45,NA,NA,10400,N,3.2,0,0,0,0,0,513,0,31.7,0,544.6,6.3,0,0,0,0,0,0,0,6.3,0,0,6.3,1222.2,31.7,0,0,0,0,1260.2,0,0,120.3,120.3,0,0,88.7,0,88.7,0,0,6.3,0,6.3,0,0,0,0,0,0,0,0,0,0,0
STN,2005,3,7,7/12/2005,706,10:11,10,Lower Sacramento River,2,9.1,NA,NA,NA,NA,NA,NA,41,NA,NA,10100,N,3.1,0,0,0,0,0,202.2,0,0,0,202.2,65.2,0,0,0,0,0,0,0,65.2,6.5,0,0,339.1,0,0,0,0,0,339.1,0,0,189.1,189.1,0,0,6.5,0,6.5,6.5,0,26.1,0,32.6,0,0,0,0,0,0,0,0,0,0,0
STN,2005,3,7,7/12/2005,707,9:21,10,Lower Sacramento River,2,9.4,NA,NA,NA,NA,NA,NA,56,NA,NA,11527,N,3.5,0,0,0,0,0,125.7,0,28.6,0,154.3,28.6,0,0,0,0,0,0,5.7,34.3,0,0,0,331.4,34.3,0,0,0,0,365.7,0,0,148.6,148.6,0,0,0,0,0,11.4,0,22.9,0,34.3,0,0,0,0,0,0,0,0,0,5.7,0
STN,2005,3,7,7/12/2005,711,8:42,10,Sacramento River,4,3,NA,NA,NA,NA,NA,NA,52,NA,NA,8515,N,2.6,0,0,0,0,0,1260.8,0,38.7,0,1299.5,23.2,0,0,0,0,0,0,7.7,30.9,0,0,0,2049.7,23.2,0,0,0,0,2072.9,0,0,123.8,123.8,0,0,255.2,0,255.2,85.1,0,0,0,85.1,0,0,0,0,0,0,0,0,0,7.7,0
STN,2005,3,7,7/12/2005,801,12:23,10,Lower San Joaquin,2,6.7,NA,NA,NA,NA,NA,NA,48,NA,NA,10282,N,3.1,19.2,0,0,0,0,1588.6,0,64.1,0,1671.9,6.4,64.1,0,0,0,0,0,6.4,76.9,0,0,25.6,3401.4,96.1,0,0,0,0,3523.1,6.4,0,6.4,12.8,0,6.4,422.8,0,429.2,25.6,0,6.4,12.8,44.8,0,0,0,0,0,0,0,0,0,0,0
STN,2005,3,7,7/12/2005,812,7:37,10,Lower San Joaquin,4,7.3,NA,NA,NA,NA,NA,NA,85,NA,NA,9566,N,2.9,0,0,0,0,0,1087.8,0,75.7,0,1163.6,0,0,0,0,0,0,0,6.9,6.9,0,6.9,0,3174,6.9,0,0,0,0,3187.8,0,0,48.2,48.2,0,0,75.7,0,75.7,296.1,0,151.5,62,509.5,0,0,0,0,0,0,0,0,0,0,0
STN,2005,3,7,7/12/2005,815,6:59,10,Lower San Joaquin,4,4.6,NA,NA,NA,NA,NA,NA,103,NA,NA,9346,N,2.8,0,0,0,0,0,2015.5,0,70.5,0,2085.9,7,0,0,0,0,0,0,14.1,21.1,0,7,0,5849.1,7,0,0,0,0,5863.2,0,0,112.8,112.8,0,0,91.6,0,91.6,584.9,7,408.7,162.1,1162.8,0,0,0,0,0,0,0,0,0,7,0
STN,2005,3,7,7/13/2005,411,8:46,10,Suisun Bay,2,6.1,NA,NA,NA,NA,NA,NA,56,NA,NA,11472,N,3.5,5.7,11.5,0,0,0,17.2,0,0,11.5,45.9,0,40.2,0,0,5.7,0,0,0,45.9,11.5,0,91.9,11.5,0,0,0,0,0,103.3,0,0,0,0,0,74.6,0,0,74.6,0,0,0,0,0,0,0,0,0,0,0,0,654.5,0,0,0
STN,2005,3,7,7/13/2005,418,9:33,10,Suisun Bay (Mothball),4,10.4,NA,NA,NA,NA,NA,NA,51,NA,NA,10203,N,3.1,0,64.6,0,0,0,6.5,0,0,77.5,148.5,0,6.5,0,0,32.3,0,0,0,38.7,6.5,0,161.4,0,0,0,0,0,0,161.4,0,0,0,0,0,58.1,0,0,58.1,0,0,0,0,0,0,0,0,0,0,0,0,1891.4,0,0,0
STN,2005,3,7,7/13/2005,501,8:02,10,Suisun Bay,2,8.5,NA,NA,NA,NA,NA,NA,47,NA,NA,10338,N,3.1,235.7,0,0,0,0,31.9,0,0,0,267.6,12.7,25.5,0,0,0,0,0,0,38.2,0,0,560.6,44.6,44.6,0,0,0,0,649.8,0,0,6.4,6.4,0,82.8,0,0,82.8,0,0,12.7,0,12.7,0,0,0,0,0,0,0,586.1,0,0,0
STN,2005,3,7,7/13/2005,504,10:18,10,Suisun Bay,2,7.9,NA,NA,NA,NA,NA,NA,53,NA,NA,10687,N,3.2,117.1,0,0,0,0,320.5,0,0,61.6,499.2,0,0,0,0,0,0,0,0,0,6.2,0,234.2,166.4,6.2,0,0,0,0,406.7,0,0,12.3,12.3,0,6.2,30.8,0,37,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,0
STN,2005,3,7,7/13/2005,519,7:03,10,Suisun Bay (Honker),2,2.4,NA,NA,NA,NA,NA,NA,41,NA,NA,10130,N,3.1,221.1,0,0,6.5,0,208.1,0,6.5,0,442.1,6.5,97.5,0,0,0,0,0,6.5,110.5,0,0,130,585.2,175.5,0,0,0,0,890.7,0,0,6.5,6.5,0,6.5,71.5,0,78,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
STN,2005,3,7,7/13/2005,804,6:03,10,Lower San Joaquin,4,9.8,NA,NA,NA,NA,NA,NA,75,NA,NA,9869,N,3,0,0,0,0,0,3203.3,0,106.8,0,3310.1,0,6.7,0,0,0,0,0,0,6.7,6.7,0,0,5499.1,80.1,0,0,0,0,5579.2,0,0,46.7,46.7,0,6.7,160.2,0,166.8,120.1,13.3,33.4,33.4,200.2,0,0,0,0,0,0,0,0,0,0,0
STN,2005,3,7,7/14/2005,323,11:12,10,San Pablo Bay,2,2.7,NA,NA,NA,NA,NA,NA,79,NA,NA,10652,N,3.2,0,333.9,0,0,0,0,0,0,0,333.9,0,49.5,0,0,395.7,0,0,12.4,457.5,61.8,0,2528.9,55.6,0,0,0,0,0,2584.5,0,6.2,0,6.2,0,136,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,1657.1,0,0,0
STN,2005,3,7,7/14/2005,405,9:58,10,Suisun Bay (Carquinez St.),3,3,16152,9.43,NA,NA,20.8,NA,81,NA,NA,9830,N,3,0,20.1,0,0,0,0,0,0,20.1,40.2,0,6.7,0,0,33.5,0,0,6.7,46.9,20.1,0,201,26.8,0,0,0,0,0,227.8,0,0,0,0,0,26.8,0,0,26.8,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,0
STN,2005,3,7,7/14/2005,602,9:14,10,Suisun Bay (Grizzly),2,3,4106,2.15,NA,NA,23.9,NA,40,NA,NA,10355,N,3.1,165.4,0,0,0,0,108.1,0,0,6.4,279.9,0,6.4,0,0,0,0,0,0,6.4,0,0,330.7,318,127.2,0,0,0,0,776,0,0,19.1,19.1,0,63.6,25.4,6.4,95.4,0,0,12.7,0,12.7,0,0,0,0,0,0,0,464.3,0,0,0
STN,2005,3,7,7/14/2005,606,8:24,10,Suisun Bay (Mont. Sl.),2,7.3,1270,0.61,NA,NA,21.6,NA,36,NA,NA,10903,N,3.3,163.1,0,0,0,0,1002.8,0,18.1,0,1184,0,36.2,0,0,0,0,0,0,36.2,6,12.1,163.1,894,66.4,0,0,0,0,1135.7,0,0,6,6,0,36.2,0,6,42.3,0,0,0,0,0,0,0,0,0,0,0,0,54.4,0,6,0
STN,2005,3,7,7/14/2005,609,7:26,10,Suisun Bay (Mont. Sl.),2,11,959,0.45,NA,NA,20.9,NA,18,NA,NA,9712,N,2.9,6.8,0,0,6.8,0,1349.5,0,271.3,0,1634.3,47.5,210.2,0,0,0,0,0,6.8,264.5,101.7,0,0,1858.1,169.5,0,0,0,0,2027.7,0,0,400.1,400.1,0,67.8,135.6,13.6,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0
STN,2005,3,7,7/14/2005,610,6:26,10,Suisun Bay (Mont. Sl.),2,4.3,900,0.42,NA,NA,23.6,NA,42,NA,NA,10676,N,3.2,18.5,0,0,0,0,2899.5,0,172.7,0,3090.8,0,61.7,0,0,0,0,0,0,61.7,24.7,0,12.3,783.5,43.2,0,0,0,0,839,0,0,6.2,6.2,0,0,12.3,0,12.3,0,6.2,0,6.2,12.3,0,0,0,0,0,0,0,6.2,0,6.2,0
STN,2005,3,7,7/15/2005,340,6:17,10,Napa River,4,3.7,NA,NA,NA,NA,NA,NA,69,NA,NA,9673,N,2.9,0,61.3,0,0,0,0,0,0,0,61.3,0,13.6,0,0,40.9,0,0,0,54.5,47.7,0,435.8,6.8,6.8,0,0,0,0,449.4,6.8,0,0,6.8,0,680.9,0,0,680.9,0,0,0,0,0,0,0,0,0,0,0,0,674.1,0,0,0
STN,2005,3,7,7/15/2005,508,7:35,10,Suisun Bay,4,11.6,NA,NA,NA,NA,NA,NA,49,NA,NA,10568,N,3.2,579.6,0,0,0,0,760.3,0,24.9,0,1364.9,12.5,24.9,0,0,0,0,0,6.2,43.6,6.2,0,43.6,1458.3,118.4,0,0,0,0,1620.4,0,0,24.9,24.9,0,6.2,56.1,6.2,68.6,6.2,0,6.2,0,12.5,0,0,0,0,0,0,0,0,0,0,0
STN,2005,3,7,7/15/2005,520,11:04,10,Suisun Bay,2,12.2,NA,NA,NA,NA,NA,NA,54,NA,NA,10639,N,3.2,74.3,0,0,0,0,2309.1,0,37.1,0,2420.5,12.4,18.6,0,0,0,0,0,0,31,0,0,6.2,2532,86.7,0,0,0,0,2624.8,0,0,49.5,49.5,0,6.2,111.4,6.2,123.8,6.2,6.2,18.6,18.6,49.5,0,0,0,0,0,0,0,0,0,0,0
STN,2005,4,7,7/25/2005,809,7:17,10,Lower San Joaquin,4,13.1,NA,NA,NA,NA,NA,NA,42,NA,NA,11690,N,3.5,22.5,0,0,0,0,2293.1,0,16.9,0,2332.5,5.6,242.3,0,0,0,0,0,33.8,281.7,11.3,0,0,2033.9,0,56.3,0,0,0,2090.2,11.3,0,39.4,50.7,5.6,5.6,670.5,22.5,704.3,33.8,0,16.9,33.8,84.5,0,0,0,0,0,0,0,0,0,0,0
STN,2005,4,7,7/25/2005,902,8:16,10,Old River,4,7.9,NA,NA,NA,NA,NA,NA,138,NA,NA,11010,N,3.3,0,0,0,0,0,275.2,0,6,0,281.2,0,0,0,0,0,0,0,23.9,23.9,0,0,0,1794.6,0,0,0,0,0,1794.6,0,0,89.7,89.7,0,12,891.3,0,903.3,233.3,0,640.1,634.1,1507.5,0,0,0,0,0,0,0,0,0,12,0
STN,2005,4,7,7/25/2005,906,14:34,10,San Joaquin River,2,11.6,NA,NA,NA,NA,NA,NA,82,NA,NA,9071,N,2.8,0,0,0,0,0,363,0,14.5,0,377.6,0,0,0,0,0,0,0,0,0,0,7.3,0,3826.4,7.3,0,0,0,0,3840.9,0,0,36.3,36.3,0,0,682.5,0,682.5,188.8,7.3,755.1,268.6,1219.8,0,0,0,0,0,0,0,0,0,7.3,0
STN,2005,4,7,7/25/2005,910,11:48,10,South Delta,2,10.7,NA,NA,NA,NA,NA,NA,42,NA,NA,9550,N,2.9,0,0,12.9,0,0,1144.4,0,0,0,1157.3,148.7,0,0,0,0,0,0,0,148.7,0,0,0,7907.3,0,0,0,0,0,7907.3,0,0,1144.4,1144.4,6.5,32.3,219.8,0,258.6,407.3,879.3,2398.7,4086.2,7771.6,0,0,0,0,0,0,0,0,0,0,0
STN,2005,4,7,7/25/2005,912,12:52,10,South Delta,2,11.3,NA,NA,NA,NA,NA,NA,48,NA,NA,10139,N,3.1,0,0,0,0,0,194.9,0,0,0,194.9,9.7,0,0,0,0,0,0,58.5,68.2,19.5,9.7,0,1773.4,0,0,0,0,0,1783.1,0,0,428.7,428.7,0,925.7,19838.5,0,20764.2,4024.2,769.8,2845.2,2718.5,10357.7,0,0,0,0,0,0,0,0,0,9.7,0
STN,2005,4,7,7/25/2005,914,10:50,10,South Delta,4,10.7,NA,NA,NA,NA,NA,NA,68,NA,NA,9118,N,2.8,0,0,0,0,0,180.6,0,0,0,180.6,7.2,0,0,0,0,0,0,14.4,21.7,0,0,0,2152.5,7.2,0,0,7.2,0,2167,0,0,86.7,86.7,0,14.4,577.9,0,592.3,455.1,101.1,1907,830.7,3293.8,0,0,0,0,0,0,0,0,0,7.2,0
STN,2005,4,7,7/25/2005,915,9:00,10,South Delta,4,7.3,NA,NA,NA,NA,NA,NA,74,NA,NA,10111,N,3.1,0,0,6.5,0,0,605.8,0,19.5,0,631.8,0,32.6,0,0,0,0,0,19.5,52.1,0,0,0,3146.2,13,0,0,6.5,0,3165.8,13,0,130.3,143.3,0,71.7,3491.5,6.5,3569.6,84.7,0,312.7,508.1,905.4,0,0,0,0,0,0,0,0,0,19.5,0
STN,2005,4,7,7/25/2005,918,9:52,10,South Delta,4,7.3,NA,NA,NA,NA,NA,NA,70,NA,NA,9809,N,3,0,0,0,0,0,461.6,0,0,0,461.6,6,0,0,0,0,0,0,36,42,6,0,0,3351.2,24,0,0,0,0,3375.2,0,0,125.9,125.9,0,42,4502.3,0,4544.2,215.8,18,377.7,755.4,1366.9,0,0,0,0,0,0,0,0,0,18,0
STN,2005,4,7,7/26/2005,704,12:52,10,Lower Sacramento River,2,10.4,NA,NA,NA,NA,NA,NA,31,NA,NA,16206,N,4.9,56.9,0,0,0,0,345.4,0,12.2,0,414.5,12.2,166.6,0,0,0,0,0,0,178.8,12.2,0,0,142.2,0,0,0,0,0,142.2,4.1,0,36.6,40.6,0,0,52.8,16.3,69.1,0,0,4.1,0,4.1,0,0,0,0,0,0,0,4.1,0,0,0
STN,2005,4,7,7/26/2005,706,11:55,10,Lower Sacramento River,2,9.4,NA,NA,NA,NA,NA,NA,39,NA,NA,10178,N,3.1,32.4,0,0,0,0,1283.4,0,64.7,0,1380.5,0,32.4,0,0,0,0,0,16.2,48.5,10.8,0,0,566.2,16.2,0,0,0,0,582.4,0,0,16.2,16.2,0,0,27,0,27,0,0,5.4,10.8,16.2,0,0,0,0,0,0,0,0,0,0,0
STN,2005,4,7,7/26/2005,707,11:00,10,Lower Sacramento River,2,9.8,NA,NA,NA,NA,NA,NA,36,NA,NA,10794,N,3.3,0,0,0,0,0,878.6,0,30.5,0,909.2,12.2,6.1,0,0,0,0,0,0,18.3,0,0,0,927.5,6.1,0,0,0,0,933.6,0,0,36.6,36.6,0,12.2,0,0,12.2,12.2,0,6.1,0,18.3,0,0,0,0,0,0,0,0,0,0,0
STN,2005,4,7,7/26/2005,711,10:15,10,Sacramento River,2,4,NA,NA,NA,NA,NA,NA,59,NA,NA,10884,N,3.3,6.1,0,12.1,0,0,229.9,0,12.1,0,260.2,0,0,0,0,0,0,0,12.1,12.1,0,0,0,465.9,18.2,0,0,0,0,484.1,0,0,42.4,42.4,0,0,48.4,6.1,54.5,108.9,0,54.5,30.3,193.6,0,0,0,0,0,0,0,6.1,0,6.1,0
STN,2005,4,7,7/26/2005,812,9:04,10,Lower San Joaquin,4,5.2,NA,NA,NA,NA,NA,NA,70,NA,NA,10296,N,3.1,0,0,12.8,0,0,978.7,0,64,0,1055.5,0,6.4,0,0,0,0,0,0,6.4,0,0,0,2590.7,32,0,0,6.4,0,2629.1,0,0,6.4,6.4,0,0,351.8,6.4,358.2,249.5,0,230.3,121.5,601.3,0,0,0,0,0,0,0,0,0,0,0
STN,2005,4,7,7/26/2005,815,8:24,10,Lower San Joaquin,4,4.3,NA,NA,NA,NA,NA,NA,78,NA,NA,9299,N,2.8,0,0,0,0,0,1430.7,0,49.6,0,1480.3,0,0,0,0,0,0,0,0,0,0,0,0,4185.9,21.2,7.1,0,0,0,4214.2,0,0,85,85,0,7.1,262.1,0,269.1,212.5,0,233.7,99.2,545.4,0,0,0,0,0,0,0,0,0,14.2,0
STN,2005,4,7,7/26/2005,919,7:23,10,Mokelumne River,4,7.3,NA,NA,NA,NA,NA,NA,98,NA,NA,9264,N,2.8,0,0,0,0,0,234.6,0,0,0,234.6,0,0,0,0,0,0,0,0,0,0,0,0,1336.6,0,0,0,0,0,1336.6,0,0,71.1,71.1,0,0,575.9,0,575.9,149.3,0,78.2,35.5,263.1,0,0,0,0,0,0,0,0,0,14.2,0
STN,2005,4,7,7/27/2005,504,10:16,10,Suisun Bay,2,7.6,NA,NA,NA,NA,NA,NA,32,NA,NA,10381,N,3.2,120.5,0,0,0,0,25.4,0,0,63.4,209.4,0,69.8,0,0,0,0,0,0,69.8,12.7,0,0,12.7,0,241.1,0,0,82.5,336.3,0,0,0,0,0,31.7,0,0,31.7,0,0,0,0,0,0,0,0,0,0,0,0,88.8,0,0,0
STN,2005,4,7,7/27/2005,513,8:12,10,Suisun Bay,4,15.2,NA,NA,NA,NA,NA,NA,32,NA,NA,9392,N,2.9,483.9,0,0,0,0,610.1,0,0,7,1101,0,2629.7,0,0,0,0,0,0,2629.7,21,0,7,448.8,14,70.1,0,0,0,540,56.1,0,14,70.1,0,21,126.2,0,147.3,0,0,0,21,21,0,0,0,0,0,0,0,7,0,0,0
STN,2005,4,7,7/27/2005,519,9:20,10,Suisun Bay (Honker),2,3,NA,NA,NA,NA,NA,NA,30,NA,NA,9079,N,2.8,145.1,0,0,0,0,36.3,0,0,7.3,188.6,14.5,4142.2,0,0,0,0,0,0,4156.7,58,0,0,29,0,486,0,0,43.5,558.6,87.1,14.5,50.8,152.3,0,188.6,14.5,0,203.1,0,0,0,108.8,108.8,0,0,0,0,0,0,0,181.4,0,0,0
STN,2005,4,7,7/27/2005,801,7:28,10,Lower San Joaquin,4,7,NA,NA,NA,NA,NA,NA,52,NA,NA,8624,N,2.6,175.7,0,0,0,0,863,0,0,0,1038.6,0,22.9,0,0,0,0,0,7.6,30.5,0,0,0,1145.6,15.3,15.3,0,0,0,1176.1,0,0,15.3,15.3,0,0,190.9,0,190.9,7.6,0,15.3,221.5,244.4,0,0,0,0,0,0,0,15.3,0,0,0
STN,2005,4,7,7/27/2005,804,6:36,10,Lower San Joaquin,4,10.4,NA,NA,NA,NA,NA,NA,52,NA,NA,9212,N,2.8,71.5,0,0,0,0,1851.7,0,7.1,0,1930.4,0,0,0,0,0,0,0,14.3,14.3,0,0,0,1744.5,21.4,14.3,0,0,0,1780.2,0,0,7.1,7.1,0,0,157.3,0,157.3,42.9,0,14.3,35.7,92.9,0,0,0,0,0,0,0,0,0,7.1,0
STN,2005,4,7,7/28/2005,418,12:06,10,Suisun Bay (Mothball),2,10.4,NA,NA,NA,NA,NA,NA,40,NA,NA,8593,N,2.6,38.3,7.7,0,0,0,23,0,0,92,161,0,30.7,0,0,15.3,0,0,0,46,0,0,0,0,0,53.7,61.3,0,115,229.9,0,0,7.7,7.7,0,76.6,0,0,76.6,0,0,0,0,0,0,0,0,0,0,0,0,1831.8,0,0,0
STN,2005,4,7,7/28/2005,501,13:04,10,Suisun Bay,2,11.9,NA,NA,NA,NA,NA,NA,41,NA,NA,9951,N,3,26.5,0,0,0,0,19.9,0,0,13.2,59.6,6.6,79.4,0,0,6.6,0,0,0,92.7,19.9,0,0,26.5,0,66.2,6.6,0,430.2,529.5,0,0,26.5,26.5,0,99.3,0,0,99.3,0,0,0,0,0,0,0,0,0,0,0,0,1105.3,0,0,0
STN,2005,4,7,7/28/2005,602,10:54,10,Suisun Bay (Grizzly),2,2.4,NA,NA,NA,NA,NA,NA,29,NA,NA,9551,N,2.9,565.5,0,0,0,0,34.5,0,0,186.2,786.1,0,4509.9,0,0,0,0,0,6.9,4516.8,62.1,0,0,41.4,0,593,0,0,110.3,744.7,48.3,0,34.5,82.7,0,179.3,6.9,0,186.2,0,0,0,6.9,6.9,0,0,0,0,0,0,0,462,0,0,0
STN,2005,4,7,7/28/2005,606,9:59,10,Suisun Bay (Mont. Sl.),1,7,NA,NA,NA,NA,NA,NA,34,NA,NA,8711,N,2.6,657.8,0,0,0,0,173.9,0,0,15.1,846.8,0,0,0,0,0,0,0,0,0,7.6,0,0,249.5,7.6,1323.1,0,0,431,2011.2,0,0,30.2,30.2,0,68,7.6,0,75.6,0,0,0,0,0,0,0,0,0,0,0,0,340.2,15.1,0,0
STN,2005,4,7,7/28/2005,609,8:50,10,Suisun Bay (Mont. Sl.),4,8.5,NA,NA,NA,NA,NA,NA,27,NA,NA,8418,N,2.6,258.2,0,0,7.8,0,4154.5,0,156.5,0,4577,7.8,289.5,0,0,0,0,0,0,297.3,54.8,46.9,0,1643,39.1,0,0,0,0,1729.1,0,0,70.4,70.4,0,15.6,297.3,0,313,0,0,0,0,0,0,0,0,0,0,0,0,31.3,0,0,0
STN,2005,4,7,7/28/2005,610,7:50,10,Suisun Bay (Mont. Sl.),4,3,NA,NA,NA,NA,NA,NA,30,NA,NA,9177,N,2.8,294.3,0,0,0,0,897.1,0,50.2,0,1241.6,0,150.7,0,0,0,0,0,0,150.7,21.5,0,0,122,0,71.8,0,0,0,193.8,0,0,21.5,21.5,0,0,7.2,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,0,0
