EMP_Micro,EMP_Meso,EMP_Macro,EMP_Lengths,STN_Meso,STN_Macro,FMWT_Meso,FMWT_Macro,twentymm_Meso,FRP_Meso,FRP_Macro,YBFMP_Macro,YBFMP_Meso,YBFMP_Micro,LI_Meso,LI_Micro,DOP_Meso,DOP_Macro,USGS_Meso,Lifestage,Taxname,Level,Phylum,Class,Order,Family,Genus,Species,Intro,EMPstart,EMPend,FMWTstart,FMWTend,twentymmstart,twentymmend,twentymmstart2,DOPstart,DOPend,FRPstart,FRPend,USGSstart,USGSend
,,,,,,,,,,,,,,,,,,Lecane sp. Y,Juvenile,Lecane,Genus,Rotifera,Eurotatoria,Ploima,Lecanidae,Lecane,,,,,,,,,,,,2018,,2017,
,,,,,,,,,,,,,,,,,,Lecane inermis N,Adult,Lecane inermis,Species,Rotifera,Eurotatoria,Ploima,Lecanidae,Lecane,Lecane inermis,,,,,,,,,,,2018,,2017,
,,,,,,,,,,,,,,,,,,Lecane leontina N,Adult,Lecane leontina,Species,Rotifera,Eurotatoria,Ploima,Lecanidae,Lecane,Lecane leontina,,,,,,,,,,,2018,,2017,
,,,,,,,,,,,,,,,,,,Lecane luna N,Adult,Lecane luna,Species,Rotifera,Eurotatoria,Ploima,Lecanidae,Lecane,Lecane luna,,,,,,,,,,,2018,,2017,
,,,,,,,,,,,,,,,Lepadella NA Adult,,,Lepadella sp. N,Adult,Lepadella,Genus,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,,,,,,,,,,2019,,2016,,2017,
,,,,,,,,,,Green Sunfish,,,,,,,,,Juvenile,Lepomis cyanellus,Species,Chordata,Actinopterygii,,Centrarchidae,Lepomis,Lepomis cyanellus,,,,,,,,,,,2016,,,
,,,,,,,,,,Bluegill,,,,,,,,,Juvenile,Lepomis macrochirus,Species,Chordata,Actinopterygii,,Centrarchidae,Lepomis,Lepomis macrochirus,,,,,,,,,,,2016,,,
,,,,,,,,,,Redear,,,,,,,,,Juvenile,Lepomis microlophus,Species,Chordata,Actinopterygii,,Centrarchidae,Lepomis,Lepomis microlophus,,,,,,,,,,,2016,,,
,,,,,,,,,,Pacific Staghorn Sculpin,,,,,,,,,Juvenile,Leptocottus armatus,Species,Chordata,Actinopterygii,,Cottidae,Leptocottus,Leptocottus armatus,,,,,,,,,,,2016,,,
,,,,,,,,,,,,Leptodiaptomus siciloides adult,Leptodiaptomus siciloides adult,,Leptodiaptomus siciloides Adult,,,Leptodiaptomus siciloides N,Adult,Leptodiaptomus siciloides,Species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Leptodiaptomus,Leptodiaptomus siciloides,,,,,,,,,,,,,2017,
,,,,,,,,,Leptodora,,,,,,,Leptodora_spp,Leptodora_spp,,Adult,Leptodora,Genus,Arthropoda,Branchiopoda,Cladocera,Leptodoridae,Leptodora,,,,,,,,,,2017,,2016,,,
,,,,,,,,,,,,Lernaea sp. undifferentiated,Lernaea sp. undifferentiated,,,,,,Adult,Lernaea,Genus,Arthropoda,Copepoda,Cyclopoida,Lernaeidae,Lernaea,,,,,,,,,,,,,,,
,,,,,,,,,,,,Leydigia sp. undifferentiated,Leydigia sp. undifferentiated,,Leydigia NA Adult,,,Leydigia sp. N,Adult,Leydigia,Genus,Arthropoda,Branchiopoda,Cladocera,Chydoridae,Leydigia,,,,,,,,,,,,,,2017,
,,,,,,,,,,Ligidium,,,,,,,,,Adult,Ligidium lates,Species,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligidium,Ligidium lates,,,,,,,,,,,2016,,,
LIMNOSPP,LIMNOSPP,,,LIMNOSPP,,LIMNOSPP,,Limnoithona spp_,Limnoithona spp.,,,Limnoithona sp. adult,Limnoithona sp. adult,,,Limnoithona_spp_adult,,Limnoithona sp. N,Adult,Limnoithona,Genus,Arthropoda,Copepoda,Cyclopoida,Cyclopettidae,Limnoithona,,1979,1979,,2005,,1995,,,2017,,2016,,2017,
LIMNOJUV,LIMNOJUV,,,LIMNOJUV,,LIMNOJUV,,Limnoithona juvenile,Limnoithona juvenile,,,Limnoithona sp. copepodid,Limnoithona sp. copepodid,,,Limnoithona_spp_copepodid,,,Juvenile,Limnoithona,Genus,Arthropoda,Copepoda,Cyclopoida,Cyclopettidae,Limnoithona,,1979,1995,,2005,,2006,,,2017,,2016,,,
LIMNOSINE,LIMNOSINE,,,LIMNOSINE,,LIMNOSINE,,Limnoithona sinensis,Limnoithona sinensis,,,Limnoithona sinensis adult,Limnoithona sinensis adult,,,Limnoithona_sinensis_adult,,,Adult,Limnoithona sinensis,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopettidae,Limnoithona,Limnoithona sinensis,1979,2007,,2007,,2006,,,2017,,2016,,,
,,,,,,,,,,,,,,,,Limnoithona_sinensis_copepodid,,,Juvenile,Limnoithona sinensis,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopettidae,Limnoithona,Limnoithona sinensis,1979,,,,,,,,2017,,,,,
,,,,,,,,,,,,,,Limnoithona sinensis,Limnoithona sinensis,,,,Undifferentiated,Limnoithona sinensis,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopettidae,Limnoithona,Limnoithona sinensis,1979,,,,,,,,,,,,,
LIMNOTET,LIMNOTET,,,LIMNOTET,,LIMNOTET,,Limnoithona tetraspina,Limnoithona tetraspina,,,Limnoithona tetraspina adult,Limnoithona tetraspina adult,,Limnoithona tetraspina Adult,Limnoithona_tetraspina_adult,,,Adult,Limnoithona tetraspina,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopettidae,Limnoithona,Limnoithona tetraspina,1993,2007,,2007,,2006,,,2017,,2016,,,
,,,,,,,,,,,,,,,,Limnoithona_tetraspina_copepodid,,,Juvenile,Limnoithona tetraspina,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopettidae,Limnoithona,Limnoithona tetraspina,1993,,,,,,,,2017,,,,,
,,,,,,,,,,,,,,,Lophocharis NA Adult,,,Lophocharis sp. N,Adult,Lophocharis,Genus,Rotifera,Eurotatoria,Ploima,Mytilinidae,Lophocharis,,,,,,,,,,2019,,2016,,2017,
,,,,,,,,,Killifish spp.,Killifish spp.,,,,,,,,,Juvenile,Lucania,Genus,Chordata,Actinopterygii,,Fundulidae,Lucania,,,,,,,,,,,,2016,,,
,,,,,,,,,Rainwater Killifish,Rainwater Killifish,,,,,,,,,Juvenile,Lucania parva,Species,Chordata,Actinopterygii,,Fundulidae,Lucania,Lucania parva,,,,,,,,,,,2016,,,
,,,,,,,,,,Lumbricidae,,,,,,,,,Undifferentiated,Lumbricidae,Family,Annelida,Oligochaeta,Haplotaxida,Lumbricidae,,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,,,,,,,Lumbriculus sp. N,Adult,Lumbriculus,Genus,Annelida,Oligochaeta,Haplotaxida,Lumbricidae,Lumbriculus,,,,,,,,,,,,2016,,2017,
,,,,,,,,,,Lysianassidae,,,,,,,,,Adult,Lysianassidae,Family,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,,,,,,,,,,,,,2018,,,
,,,,,,,,,Macrocyclops,,,Macrocyclops sp. adult,Macrocyclops sp. adult,,Macrocyclops NA Adult,,,,Adult,Macrocyclops,Genus,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Macrocyclops,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,Macrocyclops albidus adult,Macrocyclops albidus adult,,,,,Macrocyclops albidus N,Adult,Macrocyclops albidus,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Macrocyclops,Macrocyclops albidus,,,,,,,,,,,,,2017,
,,,,,,,,,Macrothricidae,,,,,,,,,Macrothricidae N,Adult,Macrothricidae,Family,Arthropoda,Branchiopoda,Cladocera,Macrothricidae,,,,,,,,,,,,,2016,,2017,
,,,,,,,,,,,,Macrothrix sp. undifferentiated,Macrothrix sp. undifferentiated,,Macrothrix NA Adult,Macrothrix_spp,,,Adult,Macrothrix,Genus,Arthropoda,Branchiopoda,Cladocera,Macrothricidae,Macrothrix,,,,,,,,,,2017,,,,,
,,,,,,,,,Maeotias,Maeotias,,,,,,,,,Undifferentiated,Maeotias,Genus,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Maeotias,,,,,,,,,,,,2016,,,
,,,,,,,,,,Melanoides tuberculata,,,,,,,,,Adult,Melanoides tuberculata,Species,Mollusca,Gastropoda,Caenogastropoda,Thiaridae,Melanoides,Melanoides tuberculata,,,,,,,,,,,2016,,,
,,,,,,,,,,Melita,,,,,,,,,Adult,Melita,Genus,Arthropoda,Malacostraca,Amphipoda,Hadzioidea,Melita,,1938,,,,,,,,,,2016,,,
,,,,,,,,,Mississippi Silverside,Mississippi Silverside,,,,,,,,,Juvenile,Menidia audens,Species,Chordata,Actinopterygii,,Atherinidae,Menidia,Menidia audens,,,,,,,,,,,2016,,,
,,,,,,,,,Mesocyclops,,,,,,Mesocyclops NA Adult,,,,Adult,Mesocyclops,Genus,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Mesocyclops,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,Mesocyclops edax adult,Mesocyclops edax adult,,,,,Mesocyclops edax N,Adult,Mesocyclops edax,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Mesocyclops,Mesocyclops edax,,,,,,,,,,,,,2017,
,,,,,,,,,Microcyclops,,,,,,Microcyclops NA Adult,,,Microcyclops sp. N,Adult,Microcyclops,Genus,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Microcyclops,,,,,,,,,,,,2018,,2017,
,,,,,,,,,,,,Microcyclops sp. adult,Microcyclops sp. adult,,,,,,Adult,Microcyclops,Genus,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Microcyclops,,,,,,,,,,,,,,,
,,,,,,,,,,,,Microcyclops rubellus adult,Microcyclops rubellus adult,,Microcyclops rubellus Adult,,,Microcyclops rubellus N,Adult,Microcyclops rubellus,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Microcyclops,Microcyclops rubellus,,,,,,,,,,,,,2017,
,,,,,,,,,Moerisia spp,Moerisia spp,,,,,,,,,Adult,Moerisia,Genus,Cnidaria,Hydrozoa,Anthoathecata,Moerisiidae,Moerisia,,,,,,,,,,,,2018,,,
,,,,,,,,,Moina,,,,,,Moina NA Adult,Moina_spp,,Moina sp. N,Adult,Moina,Genus,Arthropoda,Branchiopoda,Cladocera,Moinidae,Moina,,,,,,,,,,2019,,2016,,2017,
,,,,,,,,,,,,Moina sp. undifferentiated,Moina sp. undifferentiated,,,,,,Undifferentiated,Moina,Genus,Arthropoda,Branchiopoda,Cladocera,Moinidae,Moina,,,,,,,,,,,,,,,
,,,,,,,,,,,,Mollusca larva,Mollusca larva,,Veliger NA NA,,,Veliger N,Larva,Mollusca,Phylum,Mollusca,,,,,,,,,,,,,,,,,,2017,
,,Monocorophium_sp,Monocorophium sp,,,,,,,,,,,,,,,,Adult,Monocorophium,Genus,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,,,2014,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Monocorophium_acherusicum,,Adult,Monocorophium acherusicum,Species,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,Monocorophium acherusicum,,,,,,,,,2017,,,,,
,,,,,,,,,,,,,,,,,Monocorophium_insidiosum,,Adult,Monocorophium insidiosum,Species,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,Monocorophium insidiosum,,,,,,,,,2017,,,,,
,,,,,,,,,,,,Monospilus sp. undifferentiated,Monospilus sp. undifferentiated,,Monospilus NA Adult,,,,Adult,Monospilus,Genus,Arthropoda,Branchiopoda,Cladocera,Chydoridae,Monospilus,,,,,,,,,,,,,,,
,,,,,,,,,,,,Monospilus dispar undifferentiated,Monospilus dispar undifferentiated,,,,,Monospilus dispar N,Adult,Monospilus dispar,Species,Arthropoda,Branchiopoda,Cladocera,Chydoridae,Monospilus,Monospilus dispar,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,Monostyla NA Adult,,,Monostyla sp. N,Adult,Monostyla,Genus,Rotifera,Eurotatoria,Ploima,Lecanidae,Monostyla,,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Monostyla bulla N,Adult,Monostyla bulla,Species,Rotifera,Eurotatoria,Ploima,Lecanidae,Monostyla,Monostyla bulla,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Monostyla lunaris N,Adult,Monostyla lunaris,Species,Rotifera,Eurotatoria,Ploima,Lecanidae,Monostyla,Monostyla lunaris,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Monostyla quadridentata N,Adult,Monostyla quadridentata,Species,Rotifera,Eurotatoria,Ploima,Lecanidae,Monostyla,Monostyla quadridentata,,,,,,,,,,,,,2017,
,,,,,,,,,Striped Bass,Striped Bass,,,,,,,,,Juvenile,Morone saxatilis,Species,Chordata,Actinopterygii,,Percichthyidae,Morone,Morone saxatilis,,,,,,,,,,,2016,,,
,,,,,,,,,Munnidae,Munnidae,,,,,,,,,Adult,Munnidae,Family,Arthropoda,Malacostraca,Isopoda,Munnidae,,,,,,,,,,,,,2016,,,
,,,,,,,,,Mysid juvenile,Mysid juvenile,,,,,,,,,Juvenile,Mysidae,Family,Arthropoda,Malacostraca,Mysida,Mysidae,,,,,,,,,,,,,2018,,,
,,,,,,,,,,,,Mysidae undifferentiated,Mysidae undifferentiated,,,,,,Undifferentiated,Mysidae,Family,Arthropoda,Malacostraca,Mysida,Mysidae,,,,,,,,,,,,,,,,
,,,,,,,,,Mytilina,,,,,,Mytilina NA Adult,,,Mytilina sp. N,Adult,Mytilina,Genus,Rotifera,Eurotatoria,Ploima,Mytillinidae,Mytilina,,,,,,,,,,,,2018,,2017,
,,,,,,,,,,,,,,,,,,Mytilina ventralis N,Adult,Mytilina ventralis,Species,Rotifera,Eurotatoria,Ploima,Mytillinidae,Mytilina,Mytilina ventralis,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Mytilus sp. N,Adult,Mytilus,Genus,Mollusca,Bivalvia,Heterostropha,Pyramidellidae,Mytilus,,,,,,,,,,,,2016,,2017,
,,,,,,,,,,Nemertea,,,,,,,,,Undifferentiated,Nemertea,Phylum,Nemertea,,,,,,,,,,,,,,,,2016,,,
,,N_kadiakensis,Neomysis kadiakensis,,Neomysis kadiakensis,,Neomysis_kadiakensis,,Neomysis kadiakensis,Neomysis kadiakensis,,,,,,,Neomysis_kadiakensis,,Adult,Neomysis kadiakensis,Species,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,Neomysis kadiakensis,,1980,,2007,,,,,2017,,2016,,,
,,N_mercedis,Neomysis mercedis,,Neomysis mercedis,,Neomysis_mercedis,,Neomysis mercedis,Neomysis mercedis,,,,,,,Neomysis_mercedis,,Adult,Neomysis mercedis,Species,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,Neomysis mercedis,,1972,,2007,,,,,2017,,2016,,,
,,,,,,,,,,Nepidae,,,,,,,,,Adult,Nepidae,Family,Arthropoda,Insecta,Hemiptera,Nepidae,,,,,,,,,,,,,2016,,,
,,,,,,,,,Golden Shiner,Golden Shiner,,,,,,,,,Juvenile,Notemigonus crysoleucas,Species,Chordata,Actinopterygii,,Cyprinidae,Notemigonus,Notemigonus crysoleucas,,,,,,,,,,,2016,,,
,,,,,,,,,,Noteridae adult,,,,,,,,,Adult,Noteridae,Family,Arthropoda,Insecta,Coleoptera,Noteridae,,,,,,,,,,,,,2018,,,
,,,,,,,,,,,,,,,Notholca NA Adult,Notholca_spp,,Notholca acuminata N,Adult,Notholca,Genus,Rotifera,Eurotatoria,Ploima,Brachionidae,Notholca,,,,,,,,,,2017,,,,2017,
,,,,,,,,,,,,,,,Notommata NA Adult,,,,Adult,Notommata,Genus,Rotifera,Eurotatoria,Ploima,Notommatidae,Notommata,,,,,,,,,,,,,,,
,,,,,,,,,,Nudibranch,,,,,,,,,Undifferentiated,Nudibranchia,Order,Mollusca,Gastropoda,Nudibranchia,,,,,,,,,,,,,,2016,,,
,,,,,,,,,,Damselfly adult,,,,,,,,,Adult,Odonata,Order,Arthropoda,Insecta,Odonata,,,,,,,,,,,,,,2016,,,
,,,,,,,,,Odonata larvae UNID,Odonata larvae UNID,,,,,Odonata NA NA,,,,Larva,Odonata,Order,Arthropoda,Insecta,Odonata,,,,,,,,,,,,,,2018,,,
,,,,,,,,,,,,,,,Zygoptera NA NA,,,,Larva,Odonata,Order,Arthropoda,Insecta,Odonata,,,,,,,,,,,,,,,,,
,,Oedicerotidae_sp,Oedicerotidae sp,,,,,,,,,,,,,,Oedicerotidae_UNID,,Adult,Oedicerotidae,Family,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,,,,2014,,,,,,,2017,,,,,
OITHJUV,OITHJUV,,,OITHJUV,,OITHJUV,,Oithona juvenile,Oithona juvenile,,,Oithona sp. copepodid,Oithona sp. copepodid,,,Oithona_spp_copepodid,,,Juvenile,Oithona,Genus,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,,1963,1995,,2005,,2006,,,2017,,2016,,,
OITHSPP,OITHSPP,,,OITHSPP,,OITHSPP,,Oithona spp_,Oithona spp.,,,Oithona sp. adult,Oithona sp. adult,,,Oithona_spp_adult,,,Adult,Oithona,Genus,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,,1963,2007,,2005,,1995,,,2017,,2016,,,
OITHDAV,OITHDAV,,,OITHDAV,,OITHDAV,,Oithona davisae,Oithona davisae,,,Oithona davisae adult,Oithona davisae adult,,,Oithona_davisae_adult,,,Adult,Oithona davisae,Species,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,Oithona davisae,1963,1980,,2005,,1995,,,2017,,2016,,,
,,,,,,,,,,,,,,,,Oithona_davisae_copepodid,,,Juvenile,Oithona davisae,Species,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,Oithona davisae,1963,,,,,,,,2017,,,,,
OITHSIM,OITHSIM,,,OITHSIM,,OITHSIM,,Oithona similis,Oithona similis,,,Oithona similis adult,Oithona similis adult,,,Oithona_similis_adult,,,Adult,Oithona similis,Species,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,Oithona similis,,1980,,2005,,1995,,,2017,,2016,,,
,,,,,,,,,,,,,,,,Oithona_similis_copepodid,,,Juvenile,Oithona similis,Species,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,Oithona similis,,,,,,,,,2017,,,,,
,,,,,,,,,Oligochaete fragments,,,,,,,,,,Undifferentiated,Oligochaeta,Class,Annelida,Oligochaeta,,,,,,,,,,,,,,,2016,,,
,,A_aspera,Acanthomysis aspera,,Acanthomysis aspera,,Acanthomysis_aspera,Acanthomysis aspera,,,,,,,,,Orientomysis_aspera,,Adult,Orientomysis aspera,Species,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,Orientomysis aspera,1992,1992,,2007,,1995,,,2017,,,,,
,,A_hwanhaiensis,Acanthomysis hwanhaiensis,,Acanthomysis hwanhaiensis,,Acanthomysis_hwanhaiensis,,,,,,,,,,Orientomysis_hwanhaiensis,,Adult,Orientomysis hwanhaiensis,Species,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,Orientomysis hwanhaiensis,1997,1997,,2007,,,,,2017,,,,,
,,,,,,,,,Sacramento Blackfish,,,,,,,,,,Juvenile,Orthodon microlepidotus,Species,Chordata,Actinopterygii,,Cyprinidae,Orthodon,Orthodon microlepidotus,,,,,,,,,,,2016,,,
,,,,,,,,,,Osmeridae spp.,,,,,,,,,Juvenile,Osmeridae,Family,Chordata,Actinopterygii,,Osmeridae,,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,Osphranticum sp. copepodid,Osphranticum sp. copepodid,,,Osphranticum_labronectum_copepodid,,,Juvenile,Osphranticum,Genus,Arthropoda,Copepoda,Calanoida,Centropagidae,Osphranticum,,,,,,,,,,2018,,2016,,,
,,,,,,,,Osphranticum,Osphranticum,,,Osphranticum labronectum adult,Osphranticum labronectum adult,,Osphranticum labronectum Adult,Osphranticum_labronectum_adult,,Osphranticum labronectum N,Adult,Osphranticum labronectum,Species,Arthropoda,Copepoda,Calanoida,Centropagidae,Osphranticum,Osphranticum labronectum,,,,,,1995,,,2018,,2016,,2017,
,,,,,,,,,,Crayfish,,,,,,,,,Adult,Pacifastacus,Genus,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus,,,,,,,,,,,,2016,,,
,,,,,,,,,,Mississippi Grass Shrimp,,,,,,,,,Adult,Palaemon kadiakensis,Species,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,Palaemon kadiakensis,,,,,,,,,,,2016,,,
,,,,,,,,,,Oriental Shrimp,,,,,,,,,Adult,Palaemon macrodactylus,Species,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,Palaemon macrodactylus,,,,,,,,,,,2016,,,
,,,,,,,,,,,,,,,,Paracalanus_parvus_adult,,,Adult,Paracalanus parvus,Species,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,,,,,,,,,2020,,,,,
,,,,,,,,,,,,,,,,Paracalanus_parvus_copepodid,,,Juvenile,Paracalanus parvus,Species,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,,,,,,,,,2020,,,,,
,,,,,,,,,Paracyclops,,,Paracyclops sp. adult,Paracyclops sp. adult,,Paracyclops NA Adult,,,Paracyclops sp. N,Adult,Paracyclops,Genus,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Paracyclops,,,,,,,,,,,,2016,,2017,
,,,,,,,,,,,,Paracyclops chiltoni adult,Paracyclops chiltoni adult,,Paracyclops chiltoni Adult,,,Paracyclops chiltoni N,Adult,Paracyclops chiltoni,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Paracyclops,Paracyclops chiltoni,,,,,,,,,,,,,2017,
,,,,,,,,,,,,Paracyclops fimbriatus adult,Paracyclops fimbriatus adult,,Paracyclops fimbriatus Adult,,,,Adult,Paracyclops fimbriatus,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Paracyclops,Paracyclops fimbriatus,,,,,,,,,,,,,,
,,,,,,,,,,,,Paracyclops poppei adult,Paracyclops poppei adult,,Paracyclops poppei Adult,,,Paracyclops poppei N,Adult,Paracyclops poppei,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Paracyclops,Paracyclops poppei,,,,,,,,,,,,,2017,
,,,,,,,,,,Magnificent Bryozoan,,,,,,,,,Adult,Pectinatella magnifica,Species,Bryozoa,Phylactolaemata,Plumatellida,Pectinatellidae,Pectinatella,Pectinatella magnifica,,,,,,,,,,,2016,,,
,,,,,,,,,,,,Picripleuroxus sp. undifferentiated,Picripleuroxus sp. undifferentiated,,Picripleuroxus NA Adult,,,,Adult,Picripleuroxus,Genus,Arthropoda,Branchiopoda,Cladocera,Chydoridae,Picripleuroxus,,,,,,,,,,,,,,,
,,,,,,,,,,Fathead Minnow,,,,,,,,,Juvenile,Pimephales promelas,Species,Chordata,Actinopterygii,,Cyprinidae,Pimephales,Pimephales promelas,,,,,,,,,,,2016,,,
,,,,,,,,,,Pisidium,,,,,,,,,Adult,Pisidium,Genus,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium,,,,,,,,,,,,2018,,,
,,,,,,,,,Planorbella,Planorbella,,,,,,,,,Adult,Planorbella,Genus,Mollusca,Gastropoda,Hygrophila,Planorbidae,Planorbella,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,,,,Plationus NA Adult,,,,Adult,Plationus,Genus,Rotifera,Eurotatoria,Ploima,Brachionidae,Plaionus,,,,,,,,,,,,,,,
,,,,,,,,,,,,Ectocyclops phaleratus adult,Ectocyclops phaleratus adult,,,,,,Adult,Platycyclops phaleratus,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Platycyclops,Platycyclops phaleratus,,,,,,,,,,,,,,
,,,,,,,,,,,,Eucyclops phaleratus adult,Eucyclops phaleratus adult,,,,,,Adult,Platycyclops phaleratus,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Platycyclops,Platycyclops phaleratus,,,,,,,,,,,,,,
,,,,,,,,,,,,Ectocyclops phaleratus copepodid,Ectocyclops phaleratus copepodid,,,,,,Juvenile,Platycyclops phaleratus,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Platycyclops,Platycyclops phaleratus,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Platyhelminthes NA NA,,,,Adult,Platyhelmenthes,Phylum,Platyhelminthes,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Platyias,,,,,,Platyias NA Adult,Platyias_spp,,,Adult,Platyias,Genus,Rotifera,Eurotatoria,Ploima,Brachionidae,Platyias,,,,,,,,,,2019,,2016,,,
,,,,,,,,,,,,,,,,,,Platyias patulus N,Adult,Platyias patulus,Species,Rotifera,Eurotatoria,Ploima,Brachionidae,Platyias,Platyias patulus,,,,,,,,,2019,,2016,,2017,
,,,,,,,,,,,,,,,,,,Platyias quadricornis N,Adult,Platyias quadricornis,Species,Rotifera,Eurotatoria,Ploima,Brachionidae,Platyias,Platyias quadricornis,,,,,,,,,2019,,2016,,2017,
,,,,,,,,,,Comb Jelly,,,,,,,,,Adult,Pleurobrachia,Genus,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,,,,,,,,,,,,2022,,,
,,,,,,,,,,,,Pleuroxus sp. undifferentiated,Pleuroxus sp. undifferentiated,,Pleuroxus NA Adult,,,Pleuroxus sp. N,Adult,Pleuroxus,Genus,Arthropoda,Branchiopoda,Cladocera,Chydoridae,Pleuroxus,,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Pleuroxus denticulatus N,Adult,Pleuroxus denticulatus,Species,Arthropoda,Branchiopoda,Cladocera,Chydoridae,Pleuroxus,Pleuroxus denticulatus,,,,,,,,,,,,,2017,
,,Pleustidae,Pleustidae,,,,,,,,,,,,,,Pleustidae_UNID,,Adult,Pleustidae,Family,Arthropoda,Malacostraca,Amphipoda,Pleustidae,,,,2014,,,,,,,2017,,,,,
,,,,,,,,,,,,,,,Ploesoma NA Adult,,,,Adult,Ploesoma,Genus,Rotifera,Eurotatoria,Ploima,Synchaetidae,Ploesoma,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ploesoma hudsoni N,Adult,Ploesoma hudsoni,Species,Rotifera,Eurotatoria,Ploima,Synchaetidae,Ploesoma,Ploesoma hudsoni,,,,,,,,,2019,,2016,,2017,
,,,,,,,,,,,,,,,,,,Ploesoma lenticulare N,Adult,Ploesoma lenticulare,Species,Rotifera,Eurotatoria,Ploima,Synchaetidae,Ploesoma,Ploesoma lenticulare,,,,,,,,,2019,,2016,,2017,
,,,,,,,,,,,,,,,,Podonidae_UNID,,,Adult,Podonidae,Family,Arthropoda,Branchiopoda,Cladocera,Podonidae,,,,,,,,,,,2020,,,,,
,,,,,,,,,Splittail,Splittail,,,,,,,,,Juvenile,Pogonichthys macrolepidotus,Species,Chordata,Actinopterygii,,Cyprinidae,Pogonichthys,Pogonichthys macrolepidotus,,,,,,,,,,,2016,,,
POLYARTH,POLYARTH,,,POLYARTH,,POLYARTH,,Polyarthra,Polyarthra,,,,,,Polyarthra NA Adult,Polyarthra_spp,,Polyarthra sp. N,Adult,Polyarthra,Genus,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,,,1972,,2005,,1995,,,2017,,2016,,2017,
,,,,,,,,,Polychaete,Polychaete,,,,,,,,,Undifferentiated,Polychaeta,Class,Annelida,Polychaeta,,,,,,,,,,,,,,,2016,,,
